,adjmou,adjqty,adjrev,avg3mou,avg3qty,avg6mou,avg6qty,avgmou,avgqty,avgrev,change_mou,change_rev,eqpdays,months,mou_Mean,mou_cvce_Mean,mou_opkv_Mean,rev_Mean,totcalls,totmou,totrev,churn
7726,8701.0,2931,1886.07,328,84,346.0,104.0,280.68,94.55,60.84,-139.25,-18.2275,153.0,32,281.25,180.4466667,104.5566667,53.2175,2968,8771.0,1957.59,0
32507,18207.0,5041,1269.32,2026,518,1817.0,510.0,1400.54,387.77,97.64,-738.0,-23.3075,37.0,14,1780.0,645.18,824.4133333,112.4575,5070,18295.0,1388.55,1
7596,10428.0,2947,1379.22,910,223,739.0,218.0,695.2,196.47,91.95,-24.25,-0.2475,487.0,17,902.25,541.58,711.8366667,50.2375,2972,10500.0,1439.35,0
38213,7857.0,3318,1104.26,356,194,321.0,166.0,392.85,165.9,55.21,86.5,31.36,646.0,21,384.5,127.9133333,79.54666667,49.99,3320,7859.0,1135.25,0
10608,22875.0,10133,1873.53,649,224,589.0,202.0,519.89,230.3,42.58,-235.0,-6.4325,33.0,46,571.0,393.1433333,248.17,36.8125,10267,23107.0,1940.47,1
23118,8508.0,885,453.47,132,23,463.0,59.0,850.8,88.5,45.35,-39.0,-0.0975,326.0,11,119.0,67.17333333,41.08333333,30.0875,905,8583.0,534.35,1
35036,6593.0,2621,852.3,450,164,564.0,206.0,549.42,218.42,71.03,-337.5,-51.1225,369.0,13,337.5,150.3066667,166.13666669999995,51.1225,2621,6593.0,916.28,0
19600,8210.0,2161,828.7,247,65,415.0,99.0,586.43,154.36,59.19,-180.0,-58.615,454.0,15,187.0,183.6333333,156.4266667,21.845,2161,8210.0,903.69,1
771,8759.0,3190,1004.89,1076,393,832.0,318.0,875.9,319.0,100.49,-806.75,-110.415,320.0,11,806.75,676.12,351.4233333,160.405,3213,8825.0,1090.77,0
22678,14876.0,4410,1601.9,1777,504,1626.0,477.0,1352.36,400.91,145.63,-248.75,-18.5425,192.0,12,1693.75,978.05,1015.813333,170.3225,4416,14891.0,1784.58,1
13917,7509.0,3170,1621.2,215,114,203.0,106.0,183.15,77.32,39.54,-60.25,-1.7975,586.0,43,195.25,87.18666667,22.28666667,32.7775,3253,7684.02,1727.38,1
29756,6921.0,3851,793.29,372,160,376.0,176.0,384.5,213.94,44.07,-72.75,1.2375,596.0,20,347.75,110.92333329999998,157.4,35.7325,3938,7056.0,839.42,0
36616,16884.0,4857,2326.24,1235,387,1540.0,448.0,1534.91,441.55,211.48,243.75,-4.7475,353.0,12,1316.25,553.2066667,468.04,177.0075,4858,16890.0,2506.22,0
35001,13457.0,5483,1202.98,1161,437,833.0,318.0,434.1,176.87,38.81,-394.25,-35.605,410.0,33,1029.25,449.81333330000007,113.8166667,54.595,5505,13514.0,1247.83,0
7809,9790.0,1725,547.4,1066,206,1098.0,184.0,979.0,172.5,54.74,345.25,-2.855,332.0,11,1180.75,0.0,0.0,52.845,1725,9790.0,607.38,0
33126,14413.0,6184,1381.75,1247,568,1158.0,531.0,960.87,412.27,92.12,-935.5,-52.1575,172.0,16,935.5,308.51,344.63,102.1475,6186,14417.0,1441.73,1
40248,7988.0,3109,1866.48,432,143,379.0,131.0,242.06,94.21,56.56,-9.5,-7.0825,438.0,34,428.5,226.32,81.15333333,58.0725,3137,8065.0,1929.38,0
12546,12337.0,2937,1018.07,1148,220,1125.0,272.0,1028.08,244.75,84.84,-268.0,3.755,370.0,13,1059.0,535.3533333,623.4933333,100.235,2959,12378.0,1083.68,0
3618,49733.2,22171,3911.39,1896,896,1731.0,802.0,1081.16,481.98,85.03,-110.75,-23.6325,96.0,47,1858.75,713.82,36.09,113.3725,22244,49902.19667,4213.6,0
4322,17405.0,10338,1536.39,881,477,820.0,457.0,966.94,574.33,85.36,-240.0,-31.2075,204.0,19,801.0,315.05,129.7933333,85.4375,10376,17476.0,1570.15,0
6737,15496.0,6141,1763.13,738,323,984.0,409.0,1192.0,472.38,135.63,106.25,-40.655,69.0,14,773.75,454.7166667,179.0733333,124.395,6169,15552.0,1827.36,1
33724,20539.0,10607,3175.25,747,320,455.0,199.0,684.63,353.57,105.84,422.0,27.165,72.0,44,888.0,289.76,71.46333333,108.465,10996,21132.0,3286.67,1
7828,19997.0,8038,3247.74,601,208,575.0,219.0,689.55,277.17,111.99,-51.0,-11.2575,507.0,31,584.0,382.14,172.6733333,99.3075,8121,20175.0,3312.92,1
32319,7155.0,2787,513.11,876,323,887.0,341.0,795.0,309.67,57.01,18.75,-0.67,131.0,10,882.25,358.8266667,301.4933333,56.33,2797,7168.0,573.09,0
28842,10513.0,3897,1446.48,369,124,615.0,196.0,457.09,169.43,62.89,-17.75,0.2475,263.0,25,362.75,205.7866667,52.78666667,75.7325,3985,10787.0,1518.74,1
18808,8214.0,3270,587.49,1327,541,1072.0,434.0,1026.75,408.75,73.44,237.25,18.27,217.0,9,1405.75,500.08,601.6333333,83.62,3301,8289.0,679.15,0
13,16605.0,5318,2527.11,714,250,1030.0,326.0,1509.55,483.45,229.74,2.75,-32.255,370.0,12,715.25,410.71,204.2433333,114.705,5371,16746.0,2710.06,1
21066,8196.0,1905,314.74,1586,293,1366.0,318.0,1366.0,317.5,52.46,-791.0,-1.98,199.0,7,1322.0,889.1,973.9266667000003,49.47,1918,8269.0,400.62,0
26513,14810.0,6232,1308.77,652,276,822.0,347.0,740.5,311.6,65.44,-489.25,-20.52,622.0,21,489.25,356.8133333,107.18666670000002,30.52,6234,14813.0,1360.38,0
38553,15721.0,4487,1650.8,625,177,554.0,159.0,507.13,144.74,53.25,38.0,-6.435,290.0,32,638.0,300.18,51.86333333,69.925,4518,15805.0,1709.81,0
14231,18673.0,3576,735.86,2166,431,2156.0,413.0,2074.78,397.33,81.76,470.5,11.87,308.0,11,2322.5,1447.0,903.27,85.57,3907,20183.0,868.36,1
4495,7533.0,1767,595.69,19,4,322.0,73.0,627.75,147.25,49.64,-14.0,-2.1,378.0,13,14.0,14.75,2.383333333,24.08,1767,7533.0,828.5,1
3652,11514.0,3442,1351.62,1381,249,1057.0,245.0,767.6,229.47,90.11,-360.75,-7.605,257.0,23,1260.75,559.0466667000002,485.1,158.545,3559,11808.0,1382.4,0
32511,10491.0,4365,368.55,1600,535,1435.0,579.0,1498.71,623.57,52.65,-87.25,-13.1725,132.0,8,1571.25,851.0066667000001,959.2633333,53.1625,4390,10537.0,458.43,0
6162,16987.0,10562,2317.52,264,158,327.0,195.0,499.62,310.65,68.16,87.5,6.465,226.0,35,293.5,86.56,96.33,43.535,10622,17064.0,2577.43,1
29861,29191.0,15919,2922.37,943,566,850.0,507.0,834.03,454.83,83.5,-42.75,-0.3675,414.0,37,928.75,235.0233333,218.86,55.9375,16095,29545.0,3002.38,1
17788,7123.0,3901,626.95,724,380,599.0,341.0,593.58,325.08,52.25,292.0,23.445,408.0,13,821.0,192.6533333,334.3,61.385,3945,7201.0,710.18,1
3065,15633.0,7926,1036.79,708,257,711.0,283.0,473.73,240.18,31.42,-320.5,-4.25,248.0,34,601.5,219.4433333,79.88,14.25,7941,15659.0,1074.52,0
34713,5934.0,2937,782.64,907,447,989.0,490.0,989.0,489.5,130.44,167.25,0.375,118.0,8,962.75,412.5566667,198.4433333,100.635,3017,6086.0,883.12,1
21130,15831.0,1949,938.46,1986,273,1847.0,233.0,1583.1,194.9,93.85,-483.25,2.1875,345.0,11,1825.25,1431.42,1274.873333,82.8025,1966,15880.0,1018.44,1
36529,15682.0,3436,435.39,1783,303,1556.0,283.0,980.13,214.75,27.21,-277.5,24.25,31.0,17,1690.5,1211.663333,741.1766667,36.75,3441,15699.0,465.37,1
29381,12351.0,3092,1714.4,871,182,1056.0,238.0,1122.82,281.09,155.85,538.75,66.3925,375.0,12,1050.25,452.06,294.66,158.9275,3123,12397.0,1795.55,1
13938,9091.0,4754,1668.04,206,112,262.0,130.0,324.68,169.79,59.57,27.75,1.05,250.0,46,215.25,83.48,34.74,50.92,4858,9304.0,1720.29,1
2552,12971.0,2806,841.69,1258,296,1128.0,267.0,1179.18,255.09,76.52,-7.0,-49.115,360.0,12,1256.0,0.0,0.0,49.115,2813,12981.0,946.67,1
7995,13534.0,6680,1535.92,764,358,788.0,351.0,712.32,351.58,80.84,30.5,1.7175,54.0,20,774.5,223.7733333,163.8966667,64.5125,6726,13614.0,1569.93,0
9189,8196.0,4643,1260.72,599,329,508.0,286.0,390.29,221.1,60.03,12.75,-30.635,559.0,23,603.25,330.8,148.15,73.035,4692,8277.0,1322.6,1
23115,8875.0,1138,354.72,1775,213,1479.0,190.0,1479.17,189.67,59.12,-788.5,-15.735,216.0,7,1512.5,698.37,983.8333332999997,55.725,1138,8875.0,440.6,0
22625,29299.0,10584,2587.13,2658,612,2506.0,592.0,1627.72,588.0,143.73,-446.5,-121.36,445.0,19,2509.5,908.4933333,1051.13,281.43,10595,29318.0,2619.12,1
489,6987.0,1909,1453.62,829,228,696.0,190.0,537.46,146.85,111.82,-534.5,-116.75,419.0,14,650.5,236.8733333,115.34,116.75,1909,6987.0,1573.58,1
36993,11202.0,5137,1157.83,706,320,771.0,352.0,800.14,366.93,82.7,-96.75,-0.64,444.0,15,673.75,426.5366667,214.3833333,75.97,5143,11213.0,1268.59,1
36246,7253.0,1906,1550.94,831,205,762.0,207.0,659.36,173.27,140.99,197.0,87.095,321.0,12,897.0,255.4066667,125.5833333,187.615,1906,7253.0,1859.91,1
25642,7088.0,3696,1175.92,604,269,505.0,234.0,393.78,205.33,65.33,128.25,18.75,6.0,19,646.75,253.2133333,173.2633333,102.98,3696,7088.0,1227.59,0
32022,7588.0,2501,1024.89,582,157,311.0,85.0,505.87,166.73,68.33,-436.25,-35.2025,469.0,16,436.25,257.25,169.88,74.1925,2508,7601.0,1108.88,1
11539,13242.0,8510,474.22,1666,1097,1278.0,844.0,1203.82,773.64,43.11,90.0,-22.565,56.0,13,1696.0,567.8533332999998,483.6166667,76.465,9011,14099.0,752.42,0
25973,19685.0,7915,1162.21,1887,782,2068.0,833.0,1789.55,719.55,105.66,-1415.25,-83.1275,378.0,12,1415.25,428.5366667,518.2433333,65.1375,7915,19685.0,1450.18,0
32388,11497.0,4137,1038.0,216,107,312.0,133.0,479.04,172.38,43.25,14.5,-0.9225,427.0,25,220.5,70.04333333,100.8466667,29.1125,4184,11579.0,1175.07,0
36673,17126.0,7404,764.24,2869,1170,2854.0,1234.0,2854.33,1234.0,127.37,368.25,39.105,18.0,7,2991.75,1046.133333,1034.38,117.155,7555,17351.0,916.38,1
32649,13902.0,6891,993.27,1656,788,1434.0,694.0,1390.2,689.1,99.33,-669.25,-15.0775,24.0,11,1433.25,670.7466667,352.5666667,95.0575,6999,14133.0,1042.18,0
40000,10678.0,2478,722.36,1351,317,1242.0,289.0,1186.44,275.33,80.26,-319.0,-8.335,163.0,10,1245.0,746.58,467.3666667,73.575,2483,10688.0,777.34,0
28093,11361.0,4298,1252.49,644,250,523.0,208.0,516.41,195.36,56.93,-236.25,-17.42,495.0,35,565.25,343.8366667,284.88,47.42,4410,11588.0,1277.48,1
37459,11529.0,4042,1198.47,840,290,866.0,312.0,960.75,336.83,99.87,-487.0,-6.25,386.0,13,678.0,336.4933333,333.7533333,95.24,4043,11529.0,1278.45,1
33177,8519.0,2050,712.69,660,168,680.0,171.0,655.31,157.69,54.82,-142.75,-0.7425,433.0,14,612.75,370.47,118.7233333,10.7425,2050,8519.0,752.68,0
29604,11040.48,6061,2163.65,245,120,206.0,104.0,225.32,123.69,44.16,-14.5,-2.7075,27.0,50,240.5,105.87666670000002,82.08333333,12.3975,6104,11116.47667,2233.68,0
1820,11340.0,3962,667.67,1189,446,1112.0,392.0,1030.91,360.18,60.7,-115.5,-13.7925,347.0,12,1150.5,504.7933333,472.25666669999987,64.9525,3962,11340.0,898.54,1
6283,24946.0,10387,2987.42,687,282,973.0,380.0,831.53,346.23,99.58,210.0,24.9875,505.0,34,757.0,259.6533333,49.91333333,114.5425,10525,25259.0,3048.82,1
25605,17919.0,6472,1386.46,1578,572,1500.0,549.0,1493.25,539.33,115.54,-61.5,-12.99,403.0,13,1557.5,610.6,418.4633333,95.73,6497,17992.0,1466.83,0
23194,55069.0,25198,5441.72,2060,835,2214.0,869.0,1966.75,899.93,194.35,24.0,14.4775,133.0,31,2068.0,906.6233333,451.7733333000001,128.6325,25695,56010.0,5595.0,0
2811,14813.0,4575,957.8,921,273,929.0,292.0,871.35,269.12,56.34,173.0,-0.225,331.0,18,979.0,551.18,378.5533333,50.215,4595,14913.0,992.79,0
25498,14506.0,9038,1734.44,700,386,672.0,373.0,557.92,347.62,66.71,-5.0,-3.8775,96.0,27,698.0,330.1233333,65.04666667,84.5675,9043,14512.0,1786.05,0
5972,11777.0,3320,1331.06,442,141,405.0,131.0,535.32,150.91,60.5,32.75,-3.82,706.0,23,453.25,238.2833333,132.14,54.51,3410,12142.0,1403.53,1
18471,22683.0,6641,1853.1,1654,569,1969.0,623.0,1334.29,390.65,109.01,-268.25,-21.19,100.0,18,1564.25,621.5766667,561.2533333,90.54,6641,22683.0,1928.71,0
2945,13664.0,5021,1687.48,792,281,936.0,332.0,759.11,278.94,93.75,216.25,9.675,554.0,19,863.75,314.9566667,248.3766667,54.385,5029,13678.0,1747.46,1
5857,8655.0,3303,1621.26,1085,328,780.0,266.0,480.83,183.5,90.07,-577.5,-99.87,588.0,19,892.5,606.7066667,279.3733333,153.11,3383,8796.0,1699.41,1
24331,8066.0,1646,112.7,959,160,1195.0,256.0,1152.29,235.14,16.1,-137.0,-0.345,258.0,9,913.0,336.7666667,498.50333330000007,10.345,1660,8113.0,112.7,0
36051,21156.0,10567,2547.88,1591,791,1465.0,745.0,1175.33,587.06,141.55,-315.25,-64.75,89.0,19,1486.25,342.7533333,341.8933333,199.5,10586,21183.0,2628.21,0
32288,10401.0,3955,1547.66,544,224,556.0,220.0,472.77,179.77,70.35,-382.25,-33.575,717.0,24,416.25,241.2166667,59.84,76.815,4031,10585.0,1767.16,1
2086,8142.0,3786,1154.3,459,205,420.0,191.0,387.71,180.29,54.97,-123.25,-10.0375,126.0,23,418.25,186.0966667,60.53666667,61.0275,3808,8180.0,1398.81,1
20759,19439.0,9852,2632.07,2377,1108,1808.0,854.0,809.96,410.5,109.67,-170.25,-143.5525,60.0,31,2320.25,776.6433333,463.68666669999993,246.0825,9988,19758.0,2688.17,1
577,8059.0,3501,1075.87,174,98,294.0,151.0,575.64,250.07,76.85,-80.0,-44.015,223.0,15,147.0,78.69333333,46.86,39.875,3512,8081.0,1135.95,1
4753,13504.0,4736,1573.13,609,196,652.0,216.0,710.74,249.26,82.8,-143.75,-4.6275,261.0,20,560.75,187.6866667,126.32666670000002,58.6175,4762,13553.0,1647.65,0
6810,15310.0,4676,1159.03,1456,462,1228.0,395.0,1093.57,334.0,82.79,-348.25,1.185,313.0,15,1340.25,553.88,416.54,95.275,4678,15322.0,1219.02,1
7949,6594.0,2023,576.65,144,40,199.0,61.0,329.7,101.15,28.83,71.25,-0.4425,623.0,21,167.75,93.12666667,9.37,10.4425,2023,6594.0,822.21,1
7571,17151.0,5415,1995.43,1738,462,1419.0,374.0,1008.88,318.53,117.38,-824.25,0.04,283.0,19,1463.25,881.57,397.8233333,110.83,5456,17226.0,2061.23,0
26124,13700.0,3673,3292.76,590,150,714.0,171.0,570.83,153.04,137.2,38.75,13.135,622.0,25,603.25,278.89,310.3233333,174.575,3726,13817.0,3354.44,1
33024,7359.0,4253,513.64,686,371,829.0,475.0,735.9,425.3,51.36,-514.75,-18.4275,133.0,11,514.75,153.4366667,135.54,38.4175,4254,7365.0,594.52,1
10243,52793.4,23808,4508.53,1157,321,992.0,275.0,1055.87,476.16,90.17,-4.5,3.15,506.0,51,1155.5,361.39,203.2566667,90.74,23924,53022.4,4590.73,0
33587,24114.0,9446,1952.59,3020,1235,2244.0,874.0,1722.43,674.71,139.47,239.75,63.015,43.0,15,3100.25,1064.046667,1242.943333,345.885,9446,24114.0,2057.58,1
16473,16737.0,8321,1033.76,2200,1143,1985.0,1006.0,1673.7,832.1,103.38,-451.75,-13.05,79.0,11,2049.75,799.36,442.24333330000013,106.04,8333,16761.0,1118.64,0
15286,7624.0,867,1235.29,264,71,356.0,78.0,762.4,86.7,123.53,-139.75,-0.4875,325.0,11,217.75,127.00333329999998,57.69333333,50.4775,867,7624.0,1415.26,0
8625,10341.0,4066,1668.47,701,230,729.0,264.0,492.43,193.62,79.45,-49.75,-14.1375,259.0,23,684.75,197.95,56.1,149.8075,4184,10736.0,1777.01,1
18596,14790.0,6443,1575.19,2343,1012,2035.0,842.0,1479.0,644.3,157.52,-216.25,-89.97,70.0,11,2271.25,767.6233333,588.41,162.5,6447,14797.0,1638.43,1
22182,6804.0,941,1869.47,24,10,58.0,21.0,340.2,47.05,93.47,-3.75,-2.2425,634.0,21,22.75,13.40333333,13.28666667,22.2325,957,6940.0,1924.31,1
9695,6445.0,3219,966.21,348,186,335.0,177.0,280.22,139.96,42.01,-139.75,-8.975,718.0,24,301.75,80.94333333,52.47666667,42.595,3222,6452.0,999.1,1
5805,7184.0,3168,937.91,234,106,286.0,133.0,449.0,198.0,58.62,-26.75,-6.2925,492.0,17,224.75,122.87666670000002,76.60666667,57.9225,3181,7221.0,1021.14,1
21843,30769.0,11732,3465.01,1443,550,1524.0,613.0,1139.59,434.52,128.33,509.0,69.95,498.0,36,1613.0,685.89,483.6466667,163.88,11976,31445.0,3524.01,1
3205,7112.0,4033,1270.27,498,339,460.0,281.0,474.13,268.87,84.68,-51.0,-3.255,672.0,23,481.0,144.74333330000005,120.79,98.245,4225,7462.0,1306.66,1
1505,21974.0,10602,1858.56,857,437,948.0,507.0,878.96,424.08,74.34,-147.0,-6.68,263.0,26,808.0,298.3033333,165.2333333,72.34,10609,21985.0,1926.04,1
17618,16118.0,2343,1633.61,621,75,927.0,94.0,767.52,111.57,77.79,-181.0,43.8625,687.0,23,181.0,59.75333333,36.26,29.3475,2347,16123.0,1669.72,1
29023,6513.0,3397,776.64,1097,599,750.0,415.0,651.3,339.7,77.66,-441.0,-91.3975,116.0,11,950.0,262.5633333,388.2633333,126.3875,3405,6528.0,869.09,0
31100,35011.0,7991,1849.26,1568,420,1517.0,417.0,1400.44,319.64,73.97,688.0,128.2175,576.0,27,1797.0,1023.8,939.9033333,105.6025,8034,35181.0,1926.56,0
36742,18911.0,7867,2127.8,1595,558,1460.0,625.0,1454.69,605.15,163.68,-393.75,-69.2025,404.0,14,1463.75,464.9,346.95,152.8925,7894,18950.0,2211.78,1
6367,7504.0,3098,1096.03,104,38,185.0,69.0,577.23,238.31,84.31,-21.75,-0.2475,424.0,14,96.75,55.72,16.37333333,30.2375,3150,7623.0,1166.02,1
5365,26470.05,7644,6270.32,584,125,456.0,106.0,563.19,162.64,133.41,82.75,25.6875,82.0,49,611.25,234.3766667,202.7,73.1925,7768,26751.08,6606.87,0
5843,18803.0,6459,1554.09,1183,412,1326.0,426.0,1343.07,461.36,111.01,-46.75,-2.01,303.0,15,1167.75,467.93666669999993,361.0166667,77.0,6467,18825.0,1629.08,1
24510,7710.0,2501,1661.27,266,65,302.0,84.0,321.25,104.21,69.22,3.25,0.18,767.0,26,266.75,171.7166667,134.41666669999998,70.71,2523,7751.0,1707.84,1
33373,7415.0,2604,1517.29,260,91,204.0,72.0,274.63,96.44,56.2,-49.75,-2.5475,839.0,28,243.75,132.42666670000003,23.54333333,52.5475,2606,7419.0,1594.29,1
25322,16839.0,8129,2562.01,705,293,704.0,308.0,481.11,232.26,73.2,-26.75,-1.4325,210.0,37,695.75,297.9833333,144.9,95.0025,8129,16839.0,2787.37,0
10950,6490.0,1775,815.17,672,135,592.0,135.0,463.57,126.79,58.23,-143.0,-11.7875,439.0,15,624.0,425.48,195.59,51.7775,1785,6516.0,875.15,1
20481,24437.0,11235,2724.64,940,434,868.0,387.0,643.08,295.66,71.7,113.75,18.375,204.0,40,978.25,297.0366667,337.93,59.215,11395,24784.0,2785.37,0
36929,7764.0,2952,1163.25,354,132,331.0,125.0,242.63,92.25,36.35,138.5,-2.725,502.0,34,400.5,170.37,67.07,45.115,2984,7857.0,1212.69,0
29963,10733.0,5275,1717.16,653,282,627.0,239.0,383.32,188.39,61.33,-190.25,-78.5325,82.0,30,589.25,491.4733333,153.4733333,139.3225,5348,10817.0,1770.8,0
22888,15932.0,6589,1858.26,1373,536,1490.0,564.0,1593.2,658.9,185.83,-1024.25,-17.7975,126.0,11,1031.25,458.95,200.2466667,167.7975,6591,15934.0,1979.77,1
19961,10629.0,3457,983.99,697,269,537.0,198.0,664.31,216.06,61.5,-164.75,-40.14,510.0,17,641.75,239.3266667,239.97,42.24,3487,10697.0,1087.22,1
4748,18363.0,6271,1528.17,957,319,949.0,335.0,918.15,313.55,76.41,-195.5,-8.7475,399.0,21,891.5,350.5933333,459.30333330000013,46.9875,6319,18459.0,1646.51,1
35765,42411.92,26346,2018.28,1035,612,986.0,602.0,922.0,572.74,43.88,66.25,11.55,26.0,48,1056.75,276.58,286.9166667,39.54,26503,42607.92,2075.68,0
29333,14600.0,5041,1343.33,1306,380,1023.0,322.0,695.24,240.05,63.97,84.5,39.8625,162.0,23,1334.5,226.6466667,450.6466667,73.2075,5124,14770.0,1425.59,1
32838,7529.0,3552,912.5,564,249,619.0,288.0,627.42,296.0,76.04,-292.75,-0.455,386.0,13,466.75,105.8866667,78.73,75.445,3552,7529.0,989.91,1
21365,10728.0,2502,1458.48,611,137,917.0,184.0,596.0,139.0,81.03,47.5,0.4875,159.0,19,626.5,300.6133333,345.12,53.5325,2536,10805.0,1506.56,1
7229,8164.0,3695,964.55,359,61,290.0,67.0,388.76,175.95,45.93,-99.25,-0.2475,166.0,22,326.25,0.0,0.0,10.2475,3739,8239.0,1044.2,0
27420,12904.0,6786,1919.73,456,133,330.0,111.0,586.55,308.45,87.26,-61.75,0.8025,476.0,23,435.75,312.86,240.78,48.7675,6914,13240.0,2039.56,1
22310,16929.0,5054,1311.23,3323,973,2822.0,842.0,2821.5,842.33,218.54,16.25,6.3075,56.0,8,3328.75,811.4133333,538.2433333,185.2325,5100,17057.0,1414.5,1
26215,24332.0,7954,1876.97,2419,679,2227.0,666.0,1622.13,530.27,125.13,-882.25,-70.0425,493.0,16,2125.25,1218.693333,674.7633333,148.0025,7976,24384.0,1943.16,0
11452,16270.0,4365,1395.77,1258,303,1115.0,273.0,650.8,174.6,55.83,159.5,11.64,178.0,28,1311.5,600.65,681.94,101.07,4660,17176.0,1533.97,1
32823,7546.0,717,787.29,1309,86,1141.0,74.0,328.09,31.17,34.23,-934.25,-36.285,759.0,25,997.25,247.5,562.0733333,45.785,737,7663.0,850.27,1
3536,12286.0,5900,671.88,2055,1009,1859.0,906.0,1755.14,842.86,95.98,-581.25,16.2875,225.0,8,1861.25,451.01666669999986,816.0066667,100.0025,5907,12302.0,799.16,0
10205,6252.0,2945,367.76,848,394,734.0,342.0,694.67,327.22,40.86,-177.0,-5.3625,313.0,10,789.0,0.0,0.0,54.6025,2950,6264.0,427.74,1
27110,38284.0,16126,6304.98,900,358,1275.0,482.0,1093.83,460.74,180.14,-120.0,-1.42e-14,563.0,36,860.0,481.93333330000013,113.9166667,100.98,16138,38312.0,6344.48,0
17498,20791.0,3884,1824.36,1916,392,1665.0,346.0,1155.06,215.78,101.35,-104.0,30.1475,592.0,19,1881.0,1017.383333,823.6233333,178.0125,3884,20791.0,1879.39,0
5345,7528.0,2300,658.17,762,216,725.0,211.0,627.33,191.67,54.85,-165.0,-8.25,394.0,13,707.0,415.1133333,152.00666669999995,59.23,2311,7557.0,738.15,1
17916,9086.0,2161,604.69,1789,416,1514.0,360.0,1514.33,360.17,100.78,-206.75,-23.86,40.0,7,1719.75,853.39,539.0666667,109.45,2165,9095.0,709.67,0
628,30708.0,12794,4160.81,1068,437,1052.0,415.0,853.0,355.39,115.58,150.5,-21.3475,273.0,40,1118.5,604.0133333,371.0433333,98.9575,12814,30814.0,4216.48,0
2432,10959.0,2758,521.95,1852,451,1827.0,460.0,1826.5,459.67,86.99,-258.75,38.2525,213.0,8,1765.75,1017.386667,803.5266667000002,111.2275,3262,12804.0,684.34,0
17623,7267.0,3287,1003.3,500,225,519.0,238.0,484.47,219.13,66.89,-105.5,-18.7125,520.0,18,464.5,113.22,167.25666669999995,53.7025,3413,7505.0,1033.83,1
19339,12583.0,5775,809.92,620,275,561.0,264.0,599.19,275.0,38.57,-97.0,-1.6125,470.0,22,588.0,0.0,0.0,35.7625,5817,12694.0,896.27,1
18008,14249.0,4209,916.43,808,318,846.0,320.0,838.18,247.59,53.91,-336.75,0.33,114.0,18,695.75,339.71,359.47,45.51,4209,14249.0,999.66,1
25191,111768.68,61205,6385.29,1522,786,1580.0,824.0,2235.37,1224.1,127.71,209.75,-0.27,182.0,52,1592.25,704.3966667000002,187.0666667,95.0,61552,112342.6833,6723.69,0
19003,14138.0,3664,1185.09,823,154,678.0,151.0,523.63,135.7,43.89,-173.5,-14.8225,586.0,28,765.5,517.11,535.8033333000002,32.3225,3720,14402.0,1237.57,1
33295,37125.0,11823,1749.29,2287,728,2581.0,772.0,2320.31,738.94,109.33,255.25,72.1025,333.0,17,2371.75,686.1233333,1089.063333,124.3075,11823,37125.0,1857.52,0
29865,8146.0,2139,790.6,780,197,867.0,229.0,814.6,213.9,79.06,8.5,-16.9425,326.0,11,782.5,522.6133333,431.2833333,86.9325,2140,8147.0,871.48,1
9209,7652.0,2058,752.4,541,169,576.0,187.0,546.57,147.0,53.74,108.75,2.6325,436.0,15,577.25,210.8633333,225.5566667,55.8375,2058,7652.0,832.38,0
6290,28547.0,12042,2333.44,2349,873,1912.0,775.0,1784.19,752.63,145.84,-306.5,-67.785,95.0,17,2246.5,1107.806667,433.3566667,192.775,12098,28649.0,2389.89,0
21137,9757.0,2252,747.4,1293,224,1036.0,207.0,887.0,204.73,67.95,-442.75,92.275,40.0,13,1145.75,781.2633333,619.5166667000002,136.895,2408,10257.0,847.37,1
929,16390.0,6984,2126.8,488,208,459.0,212.0,431.32,183.79,55.97,93.5,-12.645,784.0,40,519.5,169.6233333,233.61,56.415,7071,16540.0,2192.58,0
14023,8323.0,3298,1094.62,732,294,742.0,290.0,640.23,253.69,84.2,-263.25,-13.23,629.0,21,644.25,417.9133333,78.13666667,83.23,3830,9449.0,1555.0,1
4726,8387.0,2228,424.83,635,190,877.0,219.0,838.7,222.8,42.48,39.0,0.435,315.0,11,648.0,405.86,374.4133333,39.465,2230,8389.0,495.44,1
19044,11428.0,3197,856.1,1098,278,1495.0,300.0,761.87,213.13,57.07,-291.25,-0.8475,359.0,16,1001.25,523.6466667,583.6,50.8375,3201,11438.0,900.25,0
4132,14547.0,6474,1277.78,909,395,1104.0,481.0,1212.25,539.5,106.48,-682.0,-53.3175,423.0,14,682.0,264.1433333,141.1566667,62.8175,6881,15457.0,1460.15,1
7871,11562.0,2568,514.9,681,159,1254.0,268.0,1445.25,321.0,64.36,-510.75,-28.3825,265.0,9,510.75,355.77,311.9,37.3825,2608,11673.0,569.79,1
10815,7429.0,2730,1212.85,466,147,385.0,130.0,323.0,118.7,52.73,-63.5,-7.5875,834.0,34,444.5,252.7566667,141.6533333,58.1675,2755,7476.0,1286.37,0
17812,16843.0,4208,1613.3,1664,365,1327.0,298.0,765.59,191.27,73.33,-178.0,-52.23,62.0,25,1605.0,418.5833333,395.1866667,126.29,4208,16843.0,1670.05,0
3767,11017.0,3377,1042.57,786,234,964.0,251.0,918.08,281.42,86.88,35.5,-0.45,21.0,13,797.5,344.2266667,406.6766667,50.44,3377,11017.0,1287.54,0
