,adjmou,adjqty,adjrev,avg3mou,avg3qty,avg6mou,avg6qty,avgmou,avgqty,avgrev,change_mou,change_rev,eqpdays,months,mou_Mean,mou_cvce_Mean,mou_opkv_Mean,rev_Mean,totcalls,totmou,totrev,churn
823,1430.0,484,942.72,55,17,37.0,14.0,42.06,14.24,27.73,-25.75,-5.4375,1053.0,35,46.75,16.15666667,7.223333332999999,31.2075,486,1432.0,974.16,1
9053,5514.0,1675,1199.61,361,110,280.0,90.0,250.64,76.14,54.53,-130.0,-3.875,328.0,34,318.0,172.7833333,84.2,53.875,1749,5783.0,1225.35,0
24687,4694.0,2361,526.87,613,320,577.0,296.0,521.56,262.33,58.54,-20.0,-33.91,63.0,10,606.0,242.8266667,215.94,80.18,2365,4700.0,592.48,0
11669,4340.0,1199,761.69,219,84,261.0,84.0,289.33,79.93,50.78,-55.5,-22.8125,477.0,16,200.5,34.30333333,13.05333333,66.1725,1204,4348.0,821.67,1
23637,734.0,276,309.18,78,36,99.0,39.0,104.86,39.43,44.17,19.75,0.0,224.0,8,84.25,48.44666667,29.07,38.99,276,734.0,379.79,0
28813,697.0,417,371.31,137,83,99.0,61.0,99.57,59.57,53.04,-9.25,0.88,233.0,8,134.25,55.51666667,18.42666667,53.11,426,711.0,457.19,0
10431,179.0,107,211.21,1,1,19.0,10.0,25.57,15.29,30.17,0.0,0.0,35.0,20,3.0,0.0,0.0,103.67,116,193.0,245.07,1
5039,416.0,177,113.87,49,13,45.0,14.0,37.82,16.09,10.35,-7.75,-0.2475,373.0,13,46.75,0.0,0.0,10.2475,187,433.0,157.09,1
33543,2094.0,560,817.84,90,29,94.0,22.0,130.88,35.0,51.12,51.0,0.0,524.0,18,107.0,87.21,31.72666667,49.99,645,2367.0,982.42,1
35990,4282.0,1879,760.8,386,173,276.0,130.0,329.38,144.54,58.52,482.5,-36.475,405.0,14,546.5,188.9866667,65.52,53.875,1888,4302.0,865.78,0
1886,1414.0,677,802.53,9,7,23.0,13.0,64.27,30.77,36.48,17.25,4.485,16.0,24,14.75,6.046666667,4.8,31.415,769,1571.0,875.92,0
4120,2972.0,2107,925.59,116,79,140.0,87.0,118.88,84.28,37.02,102.0,1.3175,0.0,27,150.0,35.27666667,7.366666667,39.7625,2245,3204.0,1019.66,0
39854,3209.0,753,245.92,198,76,357.0,95.0,458.43,107.57,35.13,120.5,0.0,236.0,8,238.5,66.92,84.59,34.99,755,3211.0,316.53,0
37214,5994.0,1795,742.6,366,95,379.0,100.0,499.5,149.58,61.88,251.75,51.1675,398.0,14,450.25,0.0,0.0,49.5225,1802,6010.0,802.58,0
37552,2125.0,892,238.62,376,157,354.0,149.0,354.17,148.67,39.77,33.5,2.09,206.0,7,387.5,175.67,67.99666667,42.9,892,2125.0,304.23,1
1430,3441.0,1658,837.92,17,6,128.0,65.0,215.06,103.63,52.37,5.75,-0.45,507.0,17,19.25,5.786666667,3.26,50.45,1673,3592.0,896.25,1
10201,619.0,323,211.57,88,46,103.0,54.0,103.17,53.83,35.26,-9.5,6.1575,185.0,7,84.5,20.51,9.216666667,38.8325,323,619.0,277.18,0
3019,4582.0,2282,506.74,479,242,448.0,222.0,416.55,207.45,46.07,-0.75,4.215,392.0,13,478.75,195.34,141.58,54.095,2528,5111.0,594.49,0
29342,4479.0,1675,689.13,342,108,272.0,93.0,279.94,104.69,43.07,-256.75,-4.6625,367.0,23,256.75,115.0966667,46.24333333,34.6525,1870,5103.0,829.69,1
4203,3481.0,2619,762.23,100,55,161.0,122.0,193.39,145.5,42.35,-74.0,6.8075,590.0,19,75.0,35.16333333,36.45333333,3.1925,2687,3591.0,833.29,1
19829,6081.0,1927,943.2,678,224,646.0,198.0,608.1,192.7,94.32,163.5,49.3125,359.0,12,732.5,338.6766667,29.83333333,130.4675,2008,6368.0,1022.51,0
15071,1681.0,574,595.74,22,10,79.0,34.0,152.82,52.18,54.16,-1.5,-14.2275,382.0,13,21.5,8.58,4.726666667,35.7775,574,1681.0,975.67,1
30252,4273.0,1384,492.04,375,126,349.0,116.0,305.21,98.86,35.15,104.25,10.49,274.0,16,409.75,155.60666669999995,79.15333333,44.7,1388,4281.0,552.02,1
23730,4806.0,2436,656.74,506,242,546.0,269.0,436.91,221.45,59.7,372.5,30.8825,4.0,33,630.5,293.9266667,106.53333329999998,71.4475,2523,5017.0,742.21,1
30459,1374.0,633,838.46,30,17,29.0,17.0,52.85,24.35,32.25,-5.75,-0.9875,829.0,27,27.75,17.82333333,1.3,30.9775,640,1389.0,881.03,1
16416,4678.0,2339,907.67,232,126,207.0,118.0,167.07,83.54,32.42,-14.25,-2.1675,86.0,29,227.25,82.59333333,6.3,32.1575,2339,4678.0,939.59,0
15548,3390.0,597,1263.54,42,13,45.0,14.0,121.07,21.32,45.13,15.0,-0.075,880.0,29,47.0,28.83666667,5.333333333,47.565,603,3420.0,1303.2,1
14375,2191.0,1359,977.86,119,68,90.0,59.0,78.25,48.54,34.92,-42.75,-3.015,243.0,29,104.75,34.90666667,12.65333333,34.175,1367,2200.0,1014.62,0
21469,3741.0,1443,617.85,258,101,285.0,109.0,287.77,111.0,47.53,-82.25,-3.045,431.0,14,230.25,59.48666667,43.89666667,33.035,1443,3741.0,697.83,0
24055,5811.0,2293,737.59,206,93,240.0,108.0,447.0,176.38,56.74,-1.0,-0.4625,405.0,14,206.0,0.0,0.0,37.1225,2303,5824.0,802.57,1
237,1094.0,396,561.57,113,48,80.0,37.0,60.78,22.0,31.2,-50.25,-1.0875,577.0,19,96.25,38.05,5.3,31.2275,399,1158.0,625.9,1
39362,5180.0,1229,359.89,628,153,597.0,134.0,575.56,136.56,39.99,160.25,1.615,291.0,10,681.75,414.1766667,371.1633333,48.765,1229,5180.0,430.5,0
25408,322.0,138,174.78,26,12,23.0,10.0,24.77,10.62,13.44,16.0,-2.605,425.0,14,31.0,14.85666667,7.533333333,16.605,142,327.0,227.35,0
30550,5374.0,3050,729.86,380,225,383.0,217.0,413.38,234.62,56.14,115.5,5.0675,108.0,14,418.5,103.8966667,114.9466667,72.2425,3050,5374.0,793.1,1
33423,373.0,153,405.86,41,16,31.0,11.0,31.08,12.75,33.82,17.25,0.3475,384.0,13,46.75,9.046666667,5.316666667,35.6925,156,393.0,465.84,0
1421,2173.0,522,337.65,164,48,174.0,49.0,197.55,47.45,30.7,13.25,-0.27,564.0,19,168.75,130.07333329999997,31.11666667,30.27,564,2421.0,368.64,0
37593,4566.0,1138,646.56,630,148,468.0,122.0,507.33,126.44,71.84,90.5,27.95,317.0,10,660.5,453.51,139.7466667,71.01,1138,4566.0,706.54,1
1282,2907.0,1170,474.16,421,155,321.0,130.0,290.7,117.0,47.42,0.0,0.0,19.0,18,63.0,4.816666667,3.97,84.17,1171,2908.0,534.14,0
29906,1308.0,1025,614.42,74,63,72.0,62.0,65.4,51.25,30.72,-14.0,0.0075,642.0,22,69.0,21.68,8.726666667,31.9325,1037,1325.0,649.25,1
34640,3742.0,1638,536.74,259,112,232.0,106.0,233.88,102.38,33.55,23.25,-0.285,496.0,17,266.75,121.8966667,50.68666667,30.285,1649,3775.0,596.73,0
16799,4811.0,946,596.16,970,171,688.0,122.0,687.29,135.14,85.17,362.0,7.975,218.0,8,1091.0,699.19,352.2866667,103.335,955,4885.0,712.58,0
34951,4999.0,1554,1369.3,253,48,178.0,44.0,131.55,40.89,36.03,-182.75,-9.8975,771.0,39,191.75,120.0366667,45.72,43.1475,1554,4999.0,1404.77,1
28081,5909.0,1909,304.41,1099,340,985.0,318.0,984.83,318.17,50.74,73.75,30.6,54.0,7,1123.25,508.1166667,670.6633333,53.59,1926,5935.0,340.03,0
29141,4440.0,2589,1392.73,78,33,84.0,37.0,138.75,80.91,43.52,18.5,-0.2475,336.0,34,84.5,34.69,22.22,30.2375,2751,4707.0,1487.73,1
27529,2420.0,762,356.95,339,120,269.0,93.0,268.89,84.67,39.66,85.5,6.6575,305.0,10,367.5,206.3966667,12.0,59.3825,768,2435.0,420.05,1
34284,641.0,331,220.66,87,44,107.0,55.0,106.83,55.17,36.78,-12.5,0.0,202.0,7,82.5,45.03,18.7,34.99,331,641.0,491.25,0
20234,3053.0,1213,802.26,87,20,192.0,58.0,145.38,57.76,38.2,85.0,-0.2475,447.0,22,115.0,111.2933333,58.58,35.2375,1214,3054.0,834.18,1
17588,4145.0,1922,601.69,155,77,236.0,108.0,243.82,113.06,35.39,-55.5,0.585,97.0,20,136.5,70.89333333,42.07666667,30.845,1984,4270.0,635.23,1
30749,175.0,133,81.54,13,11,17.0,13.0,21.88,16.63,10.19,4.75,1.595,269.0,9,14.25,2.946666667,1.243333333,10.745,135,178.0,271.7,0
28991,610.0,382,388.81,105,69,70.0,45.0,67.78,42.44,43.2,3.0,-2.6025,295.0,10,106.0,21.55666667,7.853333332999999,52.0625,382,610.0,454.42,0
3926,807.0,342,671.8,61,27,57.0,25.0,38.43,16.29,31.99,-44.75,-0.8,670.0,23,45.75,10.56666667,5.02,30.79,349,826.0,710.4,1
13769,2882.0,1697,668.19,151,97,150.0,88.0,131.0,77.14,30.37,17.0,-0.495,369.0,23,157.0,58.88,10.02666667,30.495,1702,2891.0,700.19,1
29775,1230.0,529,847.51,12,4,25.0,10.0,61.5,26.45,42.38,-8.75,0.0,656.0,22,8.75,0.286666667,0.133333333,42.97,563,1283.0,921.0,1
6019,5590.0,1728,872.36,773,234,613.0,185.0,508.18,157.09,79.31,-139.5,-58.98,93.0,12,726.5,513.81,185.0233333,133.97,1735,5601.0,937.97,0
22055,5655.0,4241,299.07,832,638,769.0,581.0,706.88,530.13,37.38,21.5,0.3975,269.0,9,839.5,202.4533333,186.4866667,52.5625,4241,5655.0,334.42,0
34304,1901.0,572,390.28,0,0,172.0,52.0,271.57,81.71,55.75,0.0,105.0,245.0,9,0.0,0.0,0.0,45.0,658,2245.0,490.7,1
10575,2792.0,513,992.51,91,17,92.0,16.0,107.38,19.73,38.17,-46.75,-1.3125,862.0,28,75.75,65.16,22.53333333,31.3025,532,2879.0,1051.52,1
14835,3734.0,1401,921.63,265,104,265.0,107.0,219.65,82.41,54.21,-18.0,-5.9125,553.0,18,259.0,146.3066667,22.55,54.7925,1405,3751.0,965.74,0
8869,2812.0,881,524.65,350,83,269.0,76.0,255.64,80.09,47.7,-94.25,-16.3675,365.0,12,318.25,145.94666669999995,118.33,51.3575,881,2812.0,604.63,1
368,4570.0,1928,1061.52,557,219,452.0,177.0,268.82,113.41,62.44,95.75,42.955,262.0,18,589.25,0.0,0.0,87.295,1949,4616.0,1124.65,0
16835,1007.0,519,736.88,150,67,104.0,49.0,47.95,24.71,35.09,41.75,1.895,700.0,23,164.25,112.8633333,18.33333333,52.535,610,1146.0,799.83,1
25044,4737.0,2005,539.15,273,102,281.0,108.0,296.06,125.31,33.7,-60.75,2.84,531.0,17,252.75,114.26,80.8,13.25,2026,4787.0,575.83,0
10726,365.0,182,580.9,11,8,20.0,13.0,36.5,18.2,58.09,-8.25,-41.8925,338.0,11,8.25,2.616666667,1.316666667,37.5325,191,395.0,637.56,1
14830,1792.0,668,528.12,64,29,59.0,29.0,112.0,41.75,33.01,1.5,0.0,521.0,17,64.5,39.6,27.3,33.24,685,1851.0,565.65,0
8674,5574.0,3682,667.36,271,187,358.0,223.0,327.88,216.59,39.26,65.25,6.1425,540.0,18,292.75,100.3333333,38.85333333,36.2075,3696,5591.0,705.2,0
23653,6209.0,2570,645.71,644,233,591.0,221.0,443.5,183.57,46.12,-451.5,-14.9525,493.0,31,493.5,270.0366667,182.4,35.7425,2580,6224.0,698.94,0
32166,3046.0,1230,449.83,248,112,253.0,104.0,253.83,102.5,37.49,96.25,2.0425,117.0,13,279.75,131.5966667,9.973333333,39.2875,1243,3194.0,514.81,0
3911,824.0,286,240.2,130,44,137.0,48.0,137.33,47.67,40.03,-31.75,-3.995,215.0,8,119.75,33.12666667,58.37666667,38.985,291,832.0,310.81,0
12177,2935.0,1318,1482.52,10,6,40.0,15.0,79.32,35.62,40.07,-4.0,-0.2,1185.0,39,9.0,2.25,0.786666667,22.18,1332,2959.0,1513.67,1
38350,4481.0,1160,513.91,314,89,384.0,113.0,448.1,116.0,51.39,396.75,27.9775,341.0,11,446.25,0.0,0.0,45.6325,1168,4494.0,573.89,0
38160,2601.0,945,579.6,343,113,353.0,128.0,371.57,135.0,82.8,80.0,12.8475,116.0,8,370.0,172.16,55.95,86.6125,951,2611.0,649.21,0
32686,6115.0,1885,741.96,432,140,408.0,128.0,407.67,125.67,49.46,145.75,48.8175,467.0,16,480.25,148.3833333,81.18333333,61.5225,1888,6118.0,805.95,0
6530,5199.0,2169,743.63,291,134,339.0,99.0,273.63,114.16,39.14,-112.75,-10.435,591.0,21,253.75,69.47,133.42,44.315,2170,5200.0,777.98,0
38043,1555.0,803,595.05,158,62,127.0,53.0,97.19,50.19,37.19,-45.0,-22.325,70.0,17,143.0,19.85,28.56666667,50.815,823,1595.0,627.94,0
15596,422.0,209,182.64,81,35,70.0,35.0,70.33,34.83,30.44,0.25,-0.27,227.0,7,80.75,32.63,16.51,30.26,213,426.0,242.62,0
20044,5848.0,1008,635.71,254,40,274.0,43.0,307.79,53.05,33.46,2.25,0.0,468.0,21,254.75,212.82,100.5166667,32.49,1012,5935.0,669.25,0
12402,2964.0,1090,731.58,180,55,144.0,50.0,164.67,60.56,40.64,-15.75,0.0,557.0,19,174.75,60.02,10.49666667,39.99,1095,2983.0,771.56,0
14452,804.0,286,211.48,120,44,134.0,48.0,134.0,47.67,35.25,33.0,0.0,240.0,8,131.0,101.4966667,38.39,33.99,358,957.0,291.16,1
35143,4406.0,1808,1055.49,248,149,219.0,113.0,191.57,78.61,45.89,47.33333333,18.75333333,867.0,29,324.6666667,155.7333333,117.32666670000002,86.53666667,1821,4434.0,1105.48,1
7494,3980.0,1414,352.31,236,92,281.0,103.0,199.0,70.7,17.62,128.75,15.31,271.0,21,279.25,87.23,36.46333333,20.79,1420,3989.0,401.16,0
20145,1978.0,395,482.9,304,61,288.0,56.0,282.57,56.43,68.99,-59.75,-0.2475,204.0,8,283.75,148.9266667,63.23,60.2375,408,2000.0,568.78,0
8206,2742.0,759,716.1,336,89,325.0,85.0,249.27,69.0,65.1,-22.0,11.31,365.0,12,329.0,186.8933333,133.0966667,63.76,767,2760.0,796.08,0
16505,3247.0,1182,443.33,284,126,247.0,107.0,270.58,98.5,36.94,-17.0,-0.525,248.0,13,278.0,89.97,46.54333333,35.515,1183,3248.0,508.31,0
8410,4362.0,965,464.47,353,88,331.0,87.0,436.2,96.5,46.45,-47.5,-4.375,327.0,11,337.5,215.7233333,86.75333333,39.365,968,4367.0,530.08,1
374,1523.0,908,697.15,66,38,81.0,45.0,80.16,47.79,36.69,8.25,0.0,309.0,20,68.75,31.65666667,0.89,16.99,917,1533.0,715.31,0
17260,592.0,356,461.34,35,17,23.0,13.0,26.91,16.18,20.97,-18.5,-4.0125,708.0,24,28.5,16.82,1.02,21.0025,363,602.0,487.96,0
14827,4131.0,307,909.18,285,23,311.0,23.0,258.19,19.19,56.82,-24.0,-0.45,525.0,17,277.0,220.3366667,137.7533333,50.45,311,4135.0,962.41,1
8257,3407.0,1104,445.53,536,152,568.0,184.0,567.83,184.0,74.26,-344.0,-42.4475,215.0,7,421.0,173.41,154.4266667,59.9975,1112,3423.0,510.51,1
35109,3573.0,1731,685.89,242,122,214.0,95.0,155.35,75.26,29.82,173.0,37.71,731.0,24,300.0,140.38666669999998,80.76666667,41.54,1740,3587.0,719.23,1
4950,3668.0,1945,624.33,133,71,204.0,102.0,203.78,108.06,34.69,-68.25,0.4725,570.0,19,110.25,41.34333333,24.07333333,33.7675,1945,3668.0,658.69,0
14358,2768.0,979,409.08,185,70,192.0,72.0,212.92,75.31,31.47,94.0,1.68,423.0,14,216.0,0.0,0.0,30.95,988,2783.0,469.06,1
20652,3401.0,1512,654.96,247,122,209.0,98.0,200.06,88.94,38.53,21.75,-1.0725,169.0,18,254.25,0.0,0.0,33.0125,1515,3404.0,718.19,0
19290,3342.0,1349,370.93,540,220,557.0,225.0,557.0,224.83,61.82,-259.0,-1.49,207.0,7,454.0,261.9066667,165.0966667,65.48,1352,3348.0,424.92,1
37788,952.0,154,542.43,252,43,148.0,24.0,136.0,22.0,77.49,-5.75,-0.7975,265.0,9,249.75,0.0,0.0,78.7575,246,1164.0,672.72,0
1470,1058.0,505,769.56,85,44,76.0,36.0,70.53,33.67,51.3,-15.0,0.255,482.0,16,80.0,47.86333333,3.2,50.685,520,1083.0,826.46,0
19544,3288.0,671,889.5,383,58,296.0,51.0,252.92,51.62,68.42,514.0,107.3025,421.0,14,554.0,0.0,0.0,139.8875,722,3468.0,975.87,1
14481,3211.0,618,310.17,216,47,302.0,61.0,247.0,47.54,23.86,28.75,-0.335,405.0,14,225.25,0.0,0.0,50.325,619,3212.0,360.15,0
10545,4349.0,1630,1000.15,143,57,129.0,53.0,135.91,50.94,31.25,7.75,-0.2475,1011.0,34,145.25,119.37333329999998,64.44333333,30.2475,1681,4461.0,1060.73,0
18423,4204.0,2404,640.47,104,63,146.0,86.0,210.2,120.2,32.02,45.25,0.0,2.0,22,118.75,62.49666667,21.63333333,29.99,2484,4318.0,694.62,1
11490,1718.0,649,295.53,184,68,221.0,86.0,190.89,72.11,32.84,231.75,50.745,317.0,10,261.25,97.24333333,37.37,53.185,649,1718.0,359.51,1
17122,2908.0,1617,427.98,275,148,228.0,124.0,242.33,134.75,35.67,141.5,-0.2475,398.0,14,322.5,87.57,84.73,35.2375,1622,2919.0,492.96,1
33979,3104.0,1074,555.1,167,62,136.0,50.0,238.77,82.62,42.7,-15.25,1.515,317.0,15,162.25,116.8866667,21.17333333,35.495,1109,3169.0,644.2,1
36008,6389.0,2113,400.4,772,275,795.0,281.0,912.71,301.86,57.2,271.5,6.005,232.0,8,862.5,318.7766667,294.6866667,62.385,2115,6395.0,425.62,0
33583,3510.0,1497,641.25,369,170,330.0,139.0,319.09,136.09,58.3,184.25,-7.6325,363.0,13,430.75,240.5,142.35,55.2425,1613,3794.0,733.97,0
34941,631.0,372,833.6,13,9,28.0,15.0,22.54,13.29,29.77,42.25,2.34,43.0,30,26.75,8.28,7.263333332999999,27.65,435,760.0,893.99,0
32783,950.0,655,364.31,97,66,105.0,73.0,105.56,72.78,40.48,49.5,0.96,295.0,10,113.5,23.13,13.07,40.31,655,950.0,440.01,0
27857,2474.0,879,412.05,280,109,262.0,102.0,224.91,79.91,37.46,239.5,-3.4125,368.0,13,359.5,164.97,84.84,38.4025,881,2477.0,477.66,0
14792,4284.0,2273,785.18,217,133,264.0,153.0,285.6,151.53,52.35,76.5,-42.2375,46.0,16,242.5,127.71666670000002,63.87,107.6675,2295,4321.0,817.24,1
3701,1637.0,661,327.94,153,60,171.0,68.0,163.7,66.1,32.79,-53.75,-0.5325,323.0,11,134.75,78.26,18.58333333,33.7825,665,1645.0,391.18,1
34163,2722.0,1311,810.28,166,76,157.0,77.0,123.73,59.59,36.83,-124.5,-12.8175,685.0,23,124.5,105.92,16.38,42.8075,1315,2730.0,843.17,1
36906,3177.0,1197,1171.69,249,96,211.0,79.0,158.85,59.85,58.58,-86.5,0.0,240.0,21,220.5,109.75333329999998,60.55,49.99,1207,3192.0,1235.68,0
5067,2061.0,804,629.68,54,31,69.0,30.0,114.5,44.67,34.98,15.0,-1.3975,587.0,19,59.0,20.36,11.0,31.3875,812,2077.0,666.91,1
4654,691.0,224,645.36,9,2,52.0,16.0,53.15,17.23,49.64,89.0,3.75,428.0,15,39.0,33.64666667,29.15,51.24,256,880.0,726.33,1
38577,3572.0,1630,379.03,336,184,384.0,186.0,324.73,148.18,34.46,151.25,8.465,22.0,12,386.75,171.6033333,89.49333333,38.825,1635,3586.0,439.4,0
27438,5375.0,1638,561.71,347,102,449.0,139.0,447.92,136.5,46.81,-174.75,0.1025,369.0,13,288.75,196.5666667,159.0033333,34.8875,1640,5377.0,627.32,0
24773,3055.0,1102,1071.22,172,55,134.0,48.0,101.83,36.73,35.71,-8.25,-4.2375,948.0,32,169.25,111.44,74.11333333,37.4775,1145,3196.0,1158.21,0
30917,5350.0,2366,591.57,742,328,721.0,319.0,594.44,262.89,65.73,-105.0,4.5925,242.0,11,707.0,208.79,206.75,80.4275,2383,5375.0,674.55,0
14937,6279.0,2024,576.83,1010,328,881.0,290.0,784.88,253.0,72.1,-140.0,-20.4225,277.0,9,963.0,611.1233333,301.13,77.7025,2034,6319.0,607.15,0
22144,1070.0,371,371.98,170,65,155.0,50.0,118.89,41.22,41.33,-72.75,-2.595,179.0,10,145.75,105.4633333,31.71333333,32.585,392,1130.0,453.76,0
24345,1859.0,630,197.16,284,109,310.0,105.0,309.83,105.0,32.86,-212.75,-3.6525,256.0,8,212.75,112.3,38.18333333,33.6425,825,2376.0,315.93,1
1988,3882.0,1511,818.68,243,93,281.0,102.0,168.78,65.7,35.59,67.25,0.99,109.0,25,265.75,0.0,0.0,50.19,1533,3927.0,917.92,0
33246,4967.0,2753,585.95,390,182,341.0,181.0,275.94,152.94,32.55,-89.0,-24.16,570.0,19,360.0,209.2466667,36.42666667,51.55,2754,4968.0,616.95,1
31628,1375.0,604,466.64,85,38,81.0,35.0,98.21,43.14,33.33,6.75,-0.0975,431.0,15,87.25,0.0,0.0,34.0875,611,1391.0,526.62,0
11614,1819.0,1050,328.13,77,41,123.0,64.0,165.36,95.45,29.83,-57.5,29.49,270.0,12,57.5,50.5,28.57333333,24.69,1061,1838.0,388.65,1
8521,2789.0,1148,1076.64,134,69,124.0,58.0,139.45,57.4,53.83,-19.0,-0.6975,660.0,22,128.0,42.10333333,7.596666667,53.9475,1184,2848.0,1172.49,0
29836,1309.0,574,345.61,86,53,156.0,72.0,163.63,71.75,43.2,-12.0,0.0,254.0,9,82.0,36.42666667,20.83666667,34.99,581,1327.0,416.22,0
29454,6052.0,1499,1045.69,736,179,567.0,141.0,403.47,99.93,69.71,-267.0,-51.285,517.0,17,647.0,351.18,297.9466667,86.275,1532,6153.0,1101.65,1
35887,2655.0,1039,436.39,284,96,214.0,91.0,221.25,86.58,36.37,77.75,4.8375,59.0,13,310.25,28.52333333,22.37333333,51.2025,1041,2657.0,496.37,1
28328,2237.0,1097,516.27,386,179,291.0,140.0,279.63,137.13,64.53,-26.5,-1.2725,263.0,9,377.5,0.0,0.0,75.0525,1104,2247.0,596.25,1
9479,3191.0,822,393.27,284,72,342.0,87.0,290.09,74.73,35.75,-96.0,1.0125,380.0,13,252.0,86.22,46.36666667,30.3275,827,3201.0,453.25,0
35652,565.0,291,242.62,69,34,76.0,38.0,70.63,36.38,30.33,-0.75,0.0,263.0,9,68.75,39.12,11.67666667,29.99,291,565.0,303.14,0
21603,5956.0,1988,711.51,505,175,429.0,156.0,372.25,124.25,44.47,38.5,0.045,510.0,17,517.5,312.1,259.5233333,44.365,1990,5960.0,754.75,0
29705,4635.0,1814,886.46,321,112,361.0,141.0,421.36,164.91,80.59,-240.75,-24.345,363.0,12,240.75,198.0866667,101.6933333,84.335,1927,4940.0,977.58,1
31259,3763.0,694,737.89,161,28,357.0,53.0,250.87,46.27,49.19,119.0,-0.4425,322.0,16,201.0,143.19,55.69333333,53.6825,697,3772.0,801.12,1
13826,374.0,155,363.9,41,16,28.0,11.0,31.17,12.92,30.33,1.25,0.0,390.0,13,41.75,0.0,0.0,29.99,157,385.0,393.89,0
24922,2616.0,1181,568.05,61,23,95.0,34.0,137.68,62.16,29.9,-31.0,-7.0825,533.0,20,51.0,35.10333333,5.716666667,27.0725,1190,2637.0,642.57,0
7537,2785.0,775,888.04,224,57,183.0,55.0,163.82,45.59,52.24,48.75,0.0,525.0,18,240.25,89.79333333,78.44,69.99,779,2800.0,948.02,1
10077,2702.0,527,394.0,304,70,450.0,88.0,450.33,87.83,65.67,-43.0,12.4725,217.0,7,290.0,141.8433333,148.5,39.5675,532,2724.0,459.61,1
14088,5235.0,1450,664.92,729,218,653.0,191.0,654.38,181.25,83.12,660.5,108.5025,288.0,10,949.5,0.0,0.0,121.7175,1507,5429.0,800.11,1
12507,1427.0,428,703.14,20,5,53.0,17.0,71.35,21.4,35.16,12.0,0.0,636.0,21,24.0,11.08666667,10.78,29.99,441,1452.0,766.99,0
23104,1525.0,715,225.06,292,122,217.0,96.0,190.63,89.38,28.13,-49.5,255.3875,307.0,10,275.5,166.87,53.61666667,96.8925,770,1672.0,345.03,1
35738,2549.0,364,323.76,307,37,274.0,35.0,283.22,40.44,35.97,-83.0,-3.055,305.0,10,279.0,233.66,99.86333333,33.045,365,2552.0,383.74,0
12771,2349.0,820,857.8,72,24,69.0,24.0,87.0,30.37,31.77,-15.75,-0.235,864.0,28,66.75,49.01666667,10.07666667,30.225,832,2381.0,906.78,1
7701,509.0,179,335.85,36,14,29.0,13.0,46.27,16.27,30.53,-25.75,-0.32,376.0,12,27.75,16.85333333,12.33666667,30.31,182,516.0,395.83,1
32039,2030.0,836,348.38,167,55,162.0,63.0,184.55,76.0,31.67,-27.25,-2.5375,13.0,12,158.25,20.46,14.03333333,32.5275,836,2030.0,408.36,1
14838,769.0,426,99.37,118,64,100.0,55.0,96.13,53.25,12.42,81.25,3.1275,137.0,9,144.75,62.17,35.89666667,16.4725,427,770.0,139.54,1
13617,208.0,83,571.54,45,18,28.0,11.0,18.91,7.55,51.96,50.75,-0.45,369.0,12,62.25,29.68666667,10.76,53.69,83,208.0,654.77,1
16207,2738.0,748,301.92,427,102,395.0,102.0,342.25,93.5,37.74,92.5,3.4275,265.0,9,457.5,199.09,219.81,36.4625,756,2754.0,367.53,0
901,1532.0,767,692.85,67,32,62.0,31.0,45.06,22.56,20.38,-27.75,-0.2,493.0,35,57.75,38.49,20.46,22.18,781,1568.0,719.71,1
4445,3137.0,1531,388.99,357,162,273.0,120.0,285.18,139.18,35.36,-268.0,-11.9575,353.0,12,268.0,137.5566667,107.47,41.9575,1531,3137.0,448.98,1
14722,2576.0,318,324.09,262,42,328.0,39.0,368.0,45.43,46.3,-32.25,-0.495,218.0,8,251.25,163.2033333,123.03333329999998,39.485,326,2603.0,398.7,0
25325,2640.0,480,71.52,318,63,376.0,66.0,377.14,68.57,10.22,-55.75,0.0,260.0,9,299.75,229.6266667,33.84333333,10.0,511,2789.0,116.82,1
23724,2135.0,558,269.68,359,88,294.0,76.0,237.22,62.0,29.96,3.5,-0.6,302.0,10,360.5,0.0,0.0,30.59,562,2162.0,334.66,0
2783,2015.0,651,676.39,103,43,163.0,53.0,134.33,43.4,45.09,3.0,-0.015,199.0,17,104.0,57.79,25.61333333,54.885,662,2030.0,739.95,0
20822,2520.0,997,646.55,127,52,102.0,43.0,180.0,71.21,46.18,76.25,10.5675,468.0,15,152.75,66.98666667,30.32333333,34.2625,1003,2530.0,709.43,0
1768,5204.0,1862,765.18,679,213,512.0,174.0,520.4,186.2,76.52,47.5,-39.57,320.0,11,694.5,0.0,0.0,97.16,1964,5492.0,810.01,0
32603,5328.0,1919,909.99,266,102,333.0,114.0,296.0,106.61,50.56,23.5,0.0,571.0,19,273.5,74.07,58.24666667,49.99,1933,5367.0,971.9,1
22335,3739.0,767,508.02,0,0,0.0,0.0,249.27,51.13,33.87,0.0,0.0,473.0,16,0.0,0.0,0.0,5.0,789,3848.0,615.94,0
839,3777.0,388,699.8,460,38,442.0,43.0,377.7,38.8,69.98,-210.25,-52.5,332.0,11,390.25,320.9333333,69.25666667,82.88,391,3798.0,759.78,1
15974,243.0,122,416.04,7,3,11.0,6.0,24.3,12.2,41.6,-5.5,0.0,178.0,11,5.5,0.0,0.0,38.99,125,252.0,431.19,1
3634,3731.0,1116,567.72,159,52,440.0,132.0,414.56,124.0,63.08,10.0,0.0,306.0,11,162.0,75.22666667,80.30333333,49.99,1138,3800.0,673.32,1
